cgpa,placement_status
5.31,Not Placed
6.92,Not Placed
6.83,Not Placed
7.35,Not Placed
7.8,Placed
9.96,Placed
8.78,Placed
5.18,Not Placed
8.56,Placed
9.12,Placed
9.48,Placed
7.12,Not Placed
6.57,Not Placed
9.2,Placed
8.89,Not Placed
7.68,Not Placed
5.59,Placed
8.26,Placed
5.33,Not Placed
5.5,Not Placed
6.66,Not Placed
6.86,Not Placed
7.31,Placed
6.7,Not Placed
5.17,Not Placed
5.79,Not Placed
5.58,Not Placed
7.16,Placed
6.06,Not Placed
6.47,Not Placed
7.36,Placed
6.18,Placed
6.23,Not Placed
9.17,Placed
7.74,Placed
9.28,Placed
7.57,Placed
9.55,Placed
6.27,Not Placed
8.08,Not Placed
7.52,Placed
9.59,Placed
7.09,Not Placed
9.27,Not Placed
7.82,Placed
8.54,Placed
9.43,Placed
9.98,Placed
8.66,Placed
6.57,Not Placed
6.5,Not Placed
6.55,Not Placed
5.49,Not Placed
5.27,Not Placed
7.9,Placed
9.05,Placed
5.18,Not Placed
7.83,Not Placed
6.86,Not Placed
9.46,Placed
5.73,Not Placed
7.82,Placed
9.85,Placed
6.73,Not Placed
8.71,Placed
9.41,Placed
5.93,Placed
9.96,Placed
9.05,Placed
5.69,Not Placed
6.55,Not Placed
8.12,Not Placed
9.42,Placed
5.97,Placed
8.66,Placed
6.35,Placed
9.03,Placed
8.42,Not Placed
7.61,Not Placed
8.25,Placed
9.38,Placed
6.93,Placed
8.85,Placed
5.79,Not Placed
8.51,Placed
8.75,Not Placed
7.21,Not Placed
8.97,Not Placed
7.79,Placed
9.68,Placed
5.56,Placed
5.65,Not Placed
9.21,Placed
9.21,Placed
7.36,Not Placed
9.82,Placed
8.4,Placed
9.91,Placed
7.66,Placed
6.01,Not Placed
7.22,Placed
9.9,Placed
6.85,Not Placed
9.79,Placed
8.99,Placed
7.21,Not Placed
7.71,Placed
8.04,Not Placed
8.33,Not Placed
5.38,Not Placed
9.67,Placed
7.98,Not Placed
9.66,Not Placed
8.16,Placed
7.16,Not Placed
7.83,Not Placed
9.15,Placed
6.63,Not Placed
9.78,Placed
7.33,Placed
9.78,Placed
9.4,Placed
8.84,Placed
7.34,Not Placed
7.93,Placed
9.19,Placed
7.72,Placed
8.69,Placed
8.95,Not Placed
7.57,Placed
7.68,Placed
5.99,Not Placed
6.22,Placed
9.52,Placed
9.2,Placed
5.05,Not Placed
9.35,Not Placed
5.13,Not Placed
7.29,Placed
5.34,Not Placed
9.84,Placed
9.86,Placed
8.05,Placed
6.96,Not Placed
7.56,Not Placed
8.81,Not Placed
6.12,Not Placed
7.21,Not Placed
8.69,Placed
6.98,Not Placed
5.16,Not Placed
7.54,Not Placed
8.69,Placed
9.88,Not Placed
5.19,Not Placed
7.7,Not Placed
7.25,Placed
6.21,Placed
8.19,Placed
5.82,Not Placed
6.42,Not Placed
8.91,Placed
7.3,Not Placed
9.97,Placed
6.93,Not Placed
7.32,Not Placed
6.5,Placed
6.18,Not Placed
9.61,Placed
8.74,Placed
6.67,Not Placed
8.5,Placed
9.83,Placed
5.37,Placed
6.32,Not Placed
6,Placed
9.35,Placed
5.9,Not Placed
6.54,Placed
7.72,Placed
8.11,Placed
9.04,Not Placed
7.04,Not Placed
7.67,Not Placed
9.83,Placed
6.49,Placed
6.24,Not Placed
8.55,Not Placed
8.86,Placed
7.07,Not Placed
6.06,Not Placed
8.89,Placed
8.35,Placed
9.38,Placed
9.22,Placed
6.03,Placed
9.16,Placed
5.88,Placed
9.32,Placed
8.85,Placed
7.85,Not Placed
8.21,Not Placed
5.52,Not Placed
5.2,Not Placed
6.65,Not Placed
9.11,Not Placed
7.33,Placed
6.12,Placed
9.17,Placed
6.14,Not Placed
9.08,Placed
7.26,Not Placed
7.32,Not Placed
6.36,Not Placed
9.5,Placed
5.44,Not Placed
5.72,Not Placed
8.18,Placed
9.25,Placed
5.48,Not Placed
8.67,Placed
8.71,Placed
7.91,Placed
7.43,Not Placed
6.61,Placed
6.76,Not Placed
8.37,Not Placed
5.33,Not Placed
7.92,Placed
6.39,Not Placed
7.33,Placed
7.79,Placed
9.43,Placed
7.9,Not Placed
6.14,Placed
5.4,Not Placed
8.13,Placed
7.73,Not Placed
8.36,Placed
7.3,Placed
9.13,Not Placed
9.6,Placed
5.2,Not Placed
8.72,Placed
5.18,Not Placed
7.23,Placed
7.31,Not Placed
8.48,Placed
6.76,Not Placed
9.1,Placed
6.71,Not Placed
6.71,Not Placed
6.11,Not Placed
8.42,Not Placed
5.38,Placed
6.82,Not Placed
6.33,Not Placed
6.15,Placed
5.3,Not Placed
5.95,Not Placed
7.23,Not Placed
7.52,Not Placed
6.35,Not Placed
8.25,Placed
6.68,Placed
6.84,Not Placed
8.91,Not Placed
7.76,Placed
9.77,Placed
6.8,Not Placed
9.14,Placed
8.69,Not Placed
9.45,Placed
9.78,Placed
5.04,Not Placed
5.44,Not Placed
8.37,Placed
6.95,Not Placed
9.1,Placed
5.06,Not Placed
9.03,Not Placed
5.68,Not Placed
6.45,Placed
9.85,Placed
5.26,Not Placed
6.75,Not Placed
5.42,Not Placed
9.27,Not Placed
8.52,Placed
9,Placed
7.64,Placed
6.79,Not Placed
5.01,Not Placed
6.39,Not Placed
7.57,Not Placed
8.32,Placed
6.14,Not Placed
5.69,Placed
6.01,Not Placed
6.77,Placed
5.74,Not Placed
5.78,Not Placed
5.22,Not Placed
9.28,Placed
6.1,Not Placed
9.11,Placed
7.19,Not Placed
8.16,Not Placed
5.38,Not Placed
7.92,Placed
6.45,Not Placed
5.48,Placed
9.54,Placed
8.02,Placed
6.21,Placed
7.1,Not Placed
6.78,Not Placed
8.5,Not Placed
8.04,Placed
5.1,Not Placed
5.99,Not Placed
7.39,Not Placed
7.23,Placed
7.58,Placed
8.57,Placed
8.41,Placed
6.86,Not Placed
9.39,Placed
5.31,Not Placed
7.92,Placed
9.75,Placed
7.75,Placed
7.28,Not Placed
5.67,Not Placed
9.05,Placed
6.87,Not Placed
8.51,Placed
5.99,Placed
5.21,Not Placed
6.53,Placed
6.41,Not Placed
9.37,Placed
9.32,Not Placed
7.67,Not Placed
5.09,Not Placed
6.14,Not Placed
8.2,Placed
5.51,Not Placed
8.5,Not Placed
5.06,Not Placed
8.41,Not Placed
9.22,Not Placed
7.35,Placed
9.15,Placed
8.91,Not Placed
8.36,Not Placed
7.23,Not Placed
6.36,Not Placed
9.3,Placed
8.24,Placed
8.99,Placed
7.76,Not Placed
5.86,Not Placed
9.9,Placed
5.91,Placed
9.56,Not Placed
6.04,Placed
6.87,Placed
7.2,Placed
9.61,Not Placed
9.44,Placed
9.12,Not Placed
6.88,Placed
5.02,Placed
8.41,Placed
7.05,Not Placed
8.79,Placed
8.97,Placed
7.2,Not Placed
8.74,Placed
9.2,Placed
9.64,Placed
7.91,Placed
8.89,Placed
7.47,Placed
5.21,Not Placed
5.78,Not Placed
5.64,Not Placed
5.86,Not Placed
5.05,Not Placed
9.29,Placed
7.8,Placed
6.92,Not Placed
7.05,Placed
7.32,Not Placed
5.37,Not Placed
6.37,Placed
9.26,Placed
8.72,Placed
7.82,Placed
7.4,Placed
6.29,Placed
7.36,Placed
7.99,Placed
8.56,Not Placed
5.83,Placed
9.07,Placed
6.73,Not Placed
7.52,Placed
8.04,Not Placed
7.44,Not Placed
7.86,Placed
5.56,Placed
7.16,Not Placed
6.4,Not Placed
5.43,Not Placed
5.96,Not Placed
8.01,Placed
5.98,Placed
5.91,Not Placed
7.76,Placed
9.52,Placed
8.94,Not Placed
9.53,Placed
7.91,Not Placed
7.05,Not Placed
8.65,Placed
6.31,Not Placed
5.39,Not Placed
6.72,Not Placed
6.5,Placed
8.38,Placed
7.76,Not Placed
5.69,Not Placed
9.54,Placed
7.97,Placed
7.29,Not Placed
9.69,Not Placed
5.49,Not Placed
8.95,Placed
6.82,Not Placed
8.48,Placed
9.65,Placed
7.59,Placed
5.11,Not Placed
5.14,Not Placed
6.65,Not Placed
8.91,Placed
6.44,Placed
6.67,Not Placed
8.92,Not Placed
5.58,Not Placed
9.23,Placed
6.33,Not Placed
5.26,Placed
5.59,Not Placed
9.76,Placed
7.26,Placed
6.28,Not Placed
7.61,Not Placed
8.41,Not Placed
6.59,Not Placed
8.63,Placed
6.26,Not Placed
5.56,Not Placed
7.75,Not Placed
5.76,Not Placed
9.7,Placed
5,Not Placed
8.78,Placed
6.4,Not Placed
9.23,Placed
5.3,Not Placed
9.77,Placed
5.51,Not Placed
8.94,Placed
7.59,Not Placed
7.15,Not Placed
6.4,Not Placed
9.21,Not Placed
6,Not Placed
8.61,Placed
7.23,Placed
9.99,Placed
8.06,Placed
5.52,Not Placed
7.1,Placed
5.33,Not Placed
6.43,Not Placed
6.72,Placed
9.27,Placed
9.19,Placed
5.06,Not Placed
7.66,Placed
6.12,Not Placed
6.6,Not Placed
5.11,Placed
8.75,Placed
9.75,Placed
6.1,Not Placed
6.71,Placed
6.03,Not Placed
9.65,Placed
5.05,Not Placed
7.92,Placed
9.35,Placed
5.93,Placed
7.95,Not Placed
5.25,Placed
9.07,Not Placed
6.37,Not Placed
9.94,Placed
9.61,Placed
8.66,Placed
7.48,Not Placed
8.83,Placed
5.65,Not Placed
6.55,Not Placed
5.13,Not Placed
8.23,Placed
9.03,Placed
9.73,Placed
8.43,Placed
8.66,Placed
9.48,Not Placed
9.68,Placed
7.46,Placed
5.55,Not Placed
7.33,Not Placed
7.78,Placed
8.16,Placed
9.95,Placed
9.59,Placed
6.98,Not Placed
5.57,Not Placed
6.07,Placed
5.87,Not Placed
6.78,Placed
9.38,Placed
7.19,Placed
7.84,Not Placed
5.9,Placed
7.46,Not Placed
9.37,Placed
8.87,Not Placed
5.41,Not Placed
9.31,Placed
6.37,Not Placed
8.33,Placed
5.73,Not Placed
8.37,Placed
5.18,Not Placed
8,Not Placed
8.23,Placed
6.22,Not Placed
9.68,Placed
5.23,Placed
9.46,Placed
6.91,Placed
8.57,Placed
8.26,Not Placed
5.84,Not Placed
6.59,Not Placed
7.65,Placed
9.23,Placed
9.77,Placed
5.1,Not Placed
6.76,Not Placed
8.34,Not Placed
7.64,Not Placed
9.72,Placed
5.08,Not Placed
7.19,Not Placed
8.34,Placed
6.09,Not Placed
8.63,Not Placed
5.41,Not Placed
7.26,Not Placed
8.38,Not Placed
6.33,Not Placed
5.37,Not Placed
9.79,Placed
9.57,Placed
9.63,Placed
9.89,Placed
5.92,Not Placed
5.79,Not Placed
5.17,Not Placed
9.46,Placed
8.76,Not Placed
8.17,Placed
9.64,Placed
7.88,Placed
5.65,Not Placed
5.88,Not Placed
5.66,Not Placed
6.54,Placed
6.9,Placed
8.98,Placed
5.96,Not Placed
8.63,Placed
7.46,Placed
10,Placed
8.88,Placed
9.84,Placed
6.71,Not Placed
5.62,Not Placed
7.53,Placed
5.62,Placed
7.46,Not Placed
6.35,Placed
7.46,Not Placed
9.75,Placed
6.45,Placed
9.97,Placed
6.15,Not Placed
6.04,Placed
7.72,Placed
9.21,Placed
8.75,Placed
8.62,Not Placed
6.41,Placed
5.11,Not Placed
5.81,Not Placed
6.75,Placed
9.86,Placed
9.6,Placed
6,Not Placed
8.63,Placed
7.9,Not Placed
5.25,Placed
6.86,Not Placed
7.43,Placed
8.34,Placed
6.47,Not Placed
9.67,Placed
7.26,Placed
6.24,Not Placed
6.58,Not Placed
8.76,Placed
8.2,Placed
8.71,Placed
6.46,Placed
6.63,Placed
6.98,Not Placed
5.94,Placed
8.46,Placed
6.65,Not Placed
6.63,Not Placed
6.35,Placed
7.26,Not Placed
8.86,Placed
9.18,Placed
9.02,Placed
8.11,Placed
6.4,Placed
8.67,Placed
5.2,Not Placed
8.99,Placed
8.9,Placed
8.35,Not Placed
5.49,Not Placed
9.99,Placed
8.78,Placed
8.67,Not Placed
5.32,Not Placed
6.99,Not Placed
5.43,Placed
6.81,Not Placed
7.85,Placed
9.39,Placed
6.41,Not Placed
8.12,Placed
5.82,Placed
6.77,Placed
9.74,Placed
8.74,Placed
7.73,Not Placed
6.26,Not Placed
6.9,Placed
5.78,Not Placed
6.77,Placed
5.75,Not Placed
8.98,Not Placed
5.4,Placed
5.95,Not Placed
8.46,Placed
9.51,Placed
9.82,Placed
9.18,Placed
6.06,Not Placed
6.43,Not Placed
9.35,Not Placed
9.45,Not Placed
8.2,Placed
6.57,Not Placed
6.12,Placed
9.26,Placed
6.03,Placed
8.31,Placed
9.84,Placed
8.53,Placed
6.29,Not Placed
6.41,Not Placed
5.46,Not Placed
8.43,Placed
7.59,Placed
6.03,Not Placed
6.14,Placed
5.05,Not Placed
9.89,Placed
9.14,Not Placed
6.97,Not Placed
9.73,Not Placed
8.39,Placed
8.76,Placed
8.4,Placed
8.78,Placed
5.85,Not Placed
7.81,Not Placed
9.25,Placed
5.1,Not Placed
5.62,Not Placed
6.23,Placed
6.47,Placed
5.91,Placed
8.12,Placed
6.47,Not Placed
5.79,Placed
9.53,Not Placed
8.48,Not Placed
6.23,Not Placed
6.8,Not Placed
8.7,Not Placed
8.95,Placed
5.88,Placed
9.68,Placed
8.93,Placed
9.28,Placed
5.72,Not Placed
5.72,Not Placed
6.53,Placed
5.32,Not Placed
5.46,Not Placed
5.72,Not Placed
8.56,Placed
5.15,Not Placed
5.42,Not Placed
9.72,Not Placed
5.42,Not Placed
7.69,Placed
8.21,Placed
9.79,Placed
9.5,Not Placed
7.2,Placed
9.71,Placed
7.16,Not Placed
8.35,Not Placed
6.3,Placed
8.18,Placed
7.69,Not Placed
8.03,Not Placed
8.41,Placed
5.87,Not Placed
6.51,Not Placed
8.68,Placed
5.82,Placed
6.72,Placed
8.33,Placed
9.69,Not Placed
5.38,Not Placed
7.58,Placed
5.41,Not Placed
6.9,Not Placed
5.88,Not Placed
8.25,Placed
8.79,Placed
6.24,Not Placed
8.56,Not Placed
7.23,Not Placed
6.42,Placed
7.62,Placed
6.9,Not Placed
6.15,Not Placed
8.78,Not Placed
8.99,Placed
9,Placed
6.91,Placed
5.85,Placed
9.2,Placed
6.65,Not Placed
8.74,Placed
9.09,Placed
8.84,Not Placed
6.95,Not Placed
9.69,Placed
8.3,Placed
7.88,Placed
8.49,Placed
5.22,Not Placed
6.95,Not Placed
9.41,Placed
5.81,Placed
7.07,Not Placed
7.03,Placed
6.78,Placed
7.81,Placed
9.98,Placed
6.28,Not Placed
8.52,Placed
8.79,Not Placed
7.92,Placed
5.49,Not Placed
7.86,Placed
9.77,Placed
6.71,Not Placed
8.2,Not Placed
9.8,Placed
8.99,Placed
8.44,Not Placed
9.86,Placed
5.85,Not Placed
8.86,Placed
7.03,Placed
6.8,Not Placed
7.6,Placed
5.17,Not Placed
6.56,Not Placed
5.83,Not Placed
5.69,Not Placed
6.69,Not Placed
9.01,Placed
6.01,Not Placed
7.66,Not Placed
8.74,Not Placed
6.2,Placed
9.62,Placed
9.33,Placed
6.26,Not Placed
9.95,Not Placed
8.35,Placed
6.43,Not Placed
8.41,Not Placed
8.33,Not Placed
8.03,Placed
8.56,Not Placed
6.34,Placed
9.89,Placed
9.29,Placed
8.73,Placed
5.13,Not Placed
7.95,Placed
8.53,Placed
9.27,Not Placed
9.73,Placed
9.58,Placed
7.03,Placed
9.48,Placed
5,Not Placed
6.76,Not Placed
5.57,Placed
9.42,Placed
9.64,Not Placed
6.28,Not Placed
6.84,Placed
9.92,Placed
7.83,Placed
7.49,Placed
7.5,Placed
8.48,Not Placed
9.77,Placed
6.83,Not Placed
5.86,Not Placed
5.93,Not Placed
5.1,Not Placed
7.78,Not Placed
9.65,Placed
8.57,Not Placed
9.96,Placed
9.55,Not Placed
7.46,Not Placed
7.43,Placed
8.14,Placed
5.55,Not Placed
8.04,Not Placed
7.32,Placed
8.21,Not Placed
7.83,Placed
6.55,Not Placed
8.04,Not Placed
6.83,Not Placed
5.97,Placed
8.38,Placed
6.53,Not Placed
9.45,Placed
6,Not Placed
8,Placed
7.86,Placed
5.99,Not Placed
7.2,Not Placed
8.38,Placed
6.59,Not Placed
5.57,Not Placed
8.08,Placed
6.12,Not Placed
8.41,Placed
9.2,Placed
5.62,Placed
7.19,Placed
7.22,Not Placed
8.16,Placed
6.67,Placed
7.09,Not Placed
5.06,Not Placed
5.61,Not Placed
7.85,Placed
6.08,Not Placed
5.72,Placed
6.62,Not Placed
5.82,Not Placed
5.3,Not Placed
6.42,Placed
5.82,Not Placed
9,Placed
5.31,Not Placed
8.74,Placed
6.91,Not Placed
8.38,Not Placed
5.26,Not Placed
9.6,Not Placed
8.84,Not Placed
5.7,Not Placed
6.09,Not Placed
8.22,Not Placed
9.61,Placed
7.23,Not Placed
7.43,Not Placed
6.19,Not Placed
6.92,Not Placed
6.43,Not Placed
6.75,Not Placed
5.1,Not Placed
5.21,Not Placed
8.4,Placed
8.41,Placed
6.65,Not Placed
9.43,Placed
6.33,Not Placed
6.98,Not Placed
8.66,Placed
8.72,Placed
9.31,Not Placed
5.15,Not Placed
5.92,Not Placed
8.2,Not Placed
6.69,Not Placed
5.22,Not Placed
7.93,Placed
6.97,Not Placed
6.82,Not Placed
6.32,Not Placed
5.03,Not Placed
5.91,Not Placed
7.37,Not Placed
6.38,Not Placed
9.37,Placed
5.71,Not Placed
9.38,Placed
7.02,Not Placed
6.38,Placed
6.52,Not Placed
6.65,Not Placed
7.53,Placed
6.77,Not Placed
8.24,Placed
7.13,Not Placed
8.36,Placed
8.02,Not Placed
6.22,Not Placed
9.06,Placed
8.99,Placed
9.94,Placed
5.88,Not Placed
9.24,Placed
9.36,Placed
8.21,Placed
7.53,Not Placed
9.79,Placed
9.86,Placed
8.21,Not Placed
6.8,Not Placed
9.09,Placed
5.45,Not Placed
6.45,Not Placed
9.93,Placed
9.07,Placed
9.7,Not Placed
7.97,Not Placed
7.04,Placed
9.9,Placed
6.55,Not Placed
8.79,Placed
7.79,Not Placed
6.14,Not Placed
5.09,Placed
6.92,Not Placed
7.74,Not Placed
5.92,Not Placed
7.07,Placed
8.08,Placed
8.57,Placed
5.26,Not Placed
8.32,Placed
5.28,Not Placed
5.14,Not Placed
5.76,Not Placed
8.27,Placed
5.26,Not Placed
5.1,Not Placed
5.59,Not Placed
9.75,Not Placed
9.54,Placed
5.43,Not Placed
6.52,Placed
9.74,Placed
5.49,Placed
5.47,Placed
5.43,Not Placed
9.88,Not Placed
8.72,Placed
6.07,Placed
5.23,Not Placed
9.83,Placed
7.13,Not Placed
7.99,Not Placed
6.4,Placed
8.79,Not Placed
5.98,Not Placed
8.93,Not Placed
6.15,Not Placed
5.49,Not Placed
7.39,Placed
9.07,Placed
6.92,Not Placed
5.14,Not Placed
7.77,Placed
8.4,Placed
8.7,Placed
7.01,Not Placed
5.49,Not Placed
7.92,Placed
6.65,Not Placed
9.73,Placed
7.51,Not Placed
7.36,Not Placed
6.55,Placed
6.69,Not Placed
7.56,Not Placed
6.53,Not Placed
9.46,Placed
7.2,Not Placed
6.46,Not Placed
5.78,Not Placed
8.36,Placed
5.13,Not Placed
7.25,Placed
7.75,Not Placed
6.7,Not Placed
8.75,Placed
8.38,Placed
9.86,Placed
7.54,Placed
7.69,Not Placed
6.23,Not Placed
6.93,Placed
5.13,Not Placed
8.45,Not Placed
6.56,Not Placed
7.7,Not Placed
6.27,Not Placed
8.11,Not Placed
7.24,Placed
7.41,Placed
9.71,Placed
8.53,Placed
6.31,Not Placed
7.52,Placed
7.33,Not Placed
8.98,Placed
9.17,Placed
6.42,Not Placed
9.11,Placed
5.9,Placed
8.81,Not Placed
6.24,Not Placed
6.49,Not Placed
9.26,Placed
7.1,Placed
9.95,Placed
5.76,Not Placed
7.32,Not Placed
8.66,Placed
5.03,Not Placed
5.76,Not Placed
5.1,Not Placed
9.96,Placed
8.8,Placed
6.87,Not Placed
5.78,Not Placed
5.45,Not Placed
7.66,Not Placed
9.88,Placed
8.37,Placed
6.83,Not Placed
7.5,Placed
9.99,Placed
7.59,Not Placed
9.82,Placed
5.08,Not Placed
8.6,Placed
8.14,Placed
8.43,Not Placed
7.85,Not Placed
5.22,Not Placed
5.75,Placed
9.61,Not Placed
6.16,Not Placed
9.96,Placed
8.4,Placed
7.22,Placed
9.6,Placed
8.97,Placed
7.14,Not Placed
5.34,Not Placed
9.34,Placed
8.83,Placed
8.95,Placed
8.72,Placed
6.38,Not Placed
9.29,Placed
5.01,Not Placed
6.19,Placed
5.23,Not Placed
5.55,Not Placed
7.66,Placed
5.19,Not Placed
5.91,Not Placed
6.16,Not Placed
8.28,Placed
7.34,Not Placed
7.29,Placed
8.84,Placed
7.28,Not Placed
6.74,Not Placed
9.81,Placed
5.04,Not Placed
6.53,Placed
8.05,Placed
8.91,Placed
9.08,Placed
5.23,Placed
8.55,Placed
8.6,Not Placed
6.07,Not Placed
5.56,Not Placed
8.75,Placed
6.25,Placed
5.01,Not Placed
6.12,Not Placed
5.16,Not Placed
6.25,Placed
6.68,Placed
6.36,Not Placed
9.6,Not Placed
6.16,Placed
7.34,Not Placed
9.79,Placed
9.4,Placed
6.55,Not Placed
6.63,Not Placed
7.97,Not Placed
9.59,Placed
5.05,Not Placed
6.97,Placed
9.25,Not Placed
7.05,Not Placed
8.6,Placed
8.46,Placed
6.03,Placed
7.25,Not Placed
7.83,Not Placed
8.58,Placed
9.11,Placed
8.8,Placed
5.14,Not Placed
8.35,Placed
7.49,Not Placed
7.87,Not Placed
6.86,Placed
8.57,Placed
8.37,Not Placed
7.9,Placed
9.31,Placed
5.51,Not Placed
6.51,Not Placed
7.48,Not Placed
9.79,Placed
5.36,Not Placed
6.69,Not Placed
9.63,Placed
9.49,Placed
9.33,Not Placed
6.54,Not Placed
9.23,Placed
7.53,Placed
8.1,Placed
6.19,Not Placed
8.53,Not Placed
6.64,Not Placed
6.72,Not Placed
8.18,Placed
6.2,Not Placed
6.12,Not Placed
6.85,Not Placed
8.89,Placed
6.12,Not Placed
8.94,Placed
8.48,Placed
8.4,Not Placed
7.37,Not Placed
8.73,Placed
5.07,Not Placed
6.53,Not Placed
8.4,Placed
9.94,Placed
5.01,Not Placed
7.55,Placed
9.62,Placed
9.32,Placed
5.12,Placed
7.65,Placed
5.02,Not Placed
8.95,Placed
6.54,Not Placed
8.83,Placed
9.72,Placed
9.88,Placed
9.47,Placed
6.02,Placed
5.97,Not Placed
8.13,Not Placed
7.72,Not Placed
5.05,Not Placed
6.96,Not Placed
9.53,Placed
9.49,Placed
6.02,Placed
6.91,Not Placed
7.8,Placed
9.26,Placed
7.66,Placed
9.84,Placed
9,Placed
9.77,Placed
8.66,Placed
9.39,Placed
9.16,Not Placed
6.27,Not Placed
6.15,Placed
9.32,Not Placed
5.42,Not Placed
7.04,Placed
9.1,Placed
9.07,Not Placed
5.69,Not Placed
7.44,Not Placed
7.4,Not Placed
6.62,Not Placed
9.59,Placed
8.27,Placed
9.9,Not Placed
5.33,Placed
6.97,Not Placed
9.18,Not Placed
7.11,Not Placed
6.31,Not Placed
9.99,Placed
9.37,Placed
7.73,Placed
7.81,Placed
5.03,Not Placed
9.9,Placed
9.03,Placed
5.18,Not Placed
5.88,Not Placed
9.11,Placed
5.43,Not Placed
9.71,Placed
10,Placed
9.43,Placed
8.69,Placed
7.44,Placed
5.41,Not Placed
8.65,Placed
6.98,Not Placed
7.85,Placed
6.47,Not Placed
6.21,Not Placed
6.62,Not Placed
9.07,Placed
7.13,Not Placed
6.56,Not Placed
7.16,Placed
5.16,Placed
9.45,Not Placed
7.76,Placed
5.52,Not Placed
6.44,Not Placed
9.92,Placed
7.97,Not Placed
6.46,Placed
7.13,Not Placed
6.29,Placed
5.16,Not Placed
9.21,Placed
6.46,Not Placed
9.19,Placed
7.39,Not Placed
5.91,Not Placed
9.01,Placed
6.89,Placed
8.54,Placed
9.19,Placed
9.81,Not Placed
5.43,Not Placed
5.04,Not Placed
7.74,Not Placed
6.32,Not Placed
7.35,Placed
5.36,Not Placed
7.51,Placed
5.62,Not Placed
9.19,Placed
8.8,Placed
5.37,Not Placed
9.18,Not Placed
6.62,Not Placed
6.76,Not Placed
5.9,Not Placed
9.18,Placed
7.02,Placed
5.24,Placed
9.83,Placed
6.28,Placed
9.68,Placed
6.51,Not Placed
9.16,Placed
8.32,Placed
9.31,Placed
9.88,Placed
9.36,Placed
7.02,Not Placed
9.07,Placed
8.56,Placed
5.31,Not Placed
9.65,Placed
7.33,Placed
5.67,Placed
7.13,Not Placed
8.02,Not Placed
7.86,Not Placed
7.87,Placed
6.28,Not Placed
8.16,Placed
9.54,Placed
6.94,Placed
8.15,Not Placed
6.22,Placed
5.24,Not Placed
7.93,Placed
5.24,Not Placed
8.62,Placed
8.35,Placed
6.85,Not Placed
7.06,Not Placed
9.59,Placed
5.07,Not Placed
7.82,Placed
9.62,Placed
9.57,Placed
7.92,Not Placed
6.91,Placed
5.49,Not Placed
5.87,Not Placed
8.4,Not Placed
5.08,Not Placed
9.42,Not Placed
7.94,Placed
5.23,Not Placed
6.2,Not Placed
7.97,Not Placed
5.18,Not Placed
8.9,Not Placed
9.6,Not Placed
9.81,Placed
8.67,Placed
9.28,Placed
8.05,Placed
7.29,Placed
8.57,Placed
6.12,Not Placed
5.55,Not Placed
8.81,Placed
9.79,Placed
7.89,Not Placed
7.41,Placed
7.67,Not Placed
7.39,Placed
7.21,Not Placed
9.74,Placed
7.4,Not Placed
5.41,Not Placed
8.83,Placed
6.96,Not Placed
8.55,Placed
7.9,Not Placed
8.57,Placed
5.31,Not Placed
5.17,Placed
6.89,Placed
8.47,Placed
6.12,Not Placed
7.17,Not Placed
9.9,Placed
6.07,Placed
9.24,Not Placed
9.13,Not Placed
9.46,Placed
9.58,Placed
7.54,Not Placed
8.41,Not Placed
8.09,Placed
6.54,Not Placed
6.4,Not Placed
6.71,Placed
6.09,Placed
8.79,Placed
9.82,Placed
9.34,Not Placed
6.09,Not Placed
5.26,Not Placed
8.79,Placed
6.95,Not Placed
9.12,Placed
8.9,Not Placed
8.13,Placed
6.28,Not Placed
5.52,Not Placed
6.26,Not Placed
7.55,Placed
9.9,Not Placed
5.32,Not Placed
6,Placed
8.14,Placed
6.52,Not Placed
9.29,Placed
5.7,Not Placed
9.82,Placed
9.56,Placed
9.44,Placed
5.87,Not Placed
6.65,Not Placed
9.02,Placed
9.04,Placed
8.53,Not Placed
7.24,Not Placed
6.56,Not Placed
9.81,Placed
5.7,Not Placed
5.22,Not Placed
5.05,Not Placed
8.88,Placed
5.28,Not Placed
7.69,Not Placed
6.84,Placed
5.73,Placed
8.7,Placed
5.28,Not Placed
6.59,Not Placed
7.81,Placed
7.01,Placed
6.3,Placed
9.63,Placed
9.65,Placed
7.08,Placed
6.97,Not Placed
6.54,Not Placed
9.28,Placed
7.84,Not Placed
5.45,Not Placed
9.27,Not Placed
7.67,Placed
7.08,Placed
6.69,Not Placed
5.5,Placed
9.78,Placed
8.71,Placed
5.66,Not Placed
7.56,Not Placed
7.78,Placed
5.84,Not Placed
7.14,Placed
8.23,Not Placed
6.42,Not Placed
6.66,Placed
5.61,Not Placed
7.07,Placed
7.92,Placed
5.58,Not Placed
8.07,Placed
6.99,Placed
8.39,Not Placed
6.57,Placed
7.84,Placed
8.06,Not Placed
8.45,Not Placed
8.78,Not Placed
5.68,Not Placed
9.83,Placed
9.22,Placed
7.81,Placed
9.45,Placed
6.91,Placed
5.17,Not Placed
8.64,Placed
9.72,Placed
5.81,Placed
8.22,Placed
9.07,Not Placed
9.53,Placed
6.38,Placed
5.64,Not Placed
6.24,Not Placed
7.89,Placed
9.59,Not Placed
7.91,Placed
9.6,Placed
8.85,Placed
7.99,Placed
5.11,Not Placed
6.67,Placed
5.29,Not Placed
6.61,Not Placed
5.31,Not Placed
5.84,Not Placed
7.05,Placed
7.57,Not Placed
6.09,Not Placed
8.66,Placed
7.95,Placed
